blind_id,run_id,policy_id,model_family,prompt_strategy,prompt_set,strategy,corpus,flesch_reading_ease,word_compression_ratio,gemini_support_rate,gemini_weighted_alignment,coverage_weighted_rate,omission_rate,distortion_rate,hallucination_rate,minicheck_mean_probability
S340,96d3ca1c-3e99-41f5-9505-20f10f318875,OPP20,mistral,basic_direct,basic,direct,OPP-115,52.59,0.2286,0.9615384615384616,0.9615384615384616,0.7325581395348837,0.1860465116279069,0.0,0.038461538461538464,0.9188347390064826
S392,6b22a63c-04f1-41f4-aaf6-9aa84b0a5e01,OPP20,mistral,basic_role_guided,basic,role_guided,OPP-115,56.18,0.192,0.9583333333333334,0.9583333333333334,0.627906976744186,0.3255813953488372,0.0,0.041666666666666664,0.851553189723442
S402,dd510d11-38cb-4f14-8e13-cb19a2d185de,OPP20,mistral,basic_structured,basic,structured,OPP-115,48.23,0.1358,0.9375,0.9375,0.6976744186046512,0.1860465116279069,0.0,0.0625,0.859911736799404
S359,2e72a39d-6546-4aed-82f2-51e993f3a46b,OPP20,mistral,safety_focused_direct,safety_focused,direct,OPP-115,51.4,0.2005,1.0,1.0,0.6976744186046512,0.2558139534883721,0.0,0.0,0.8524793643843044
S258,6e7d5f3d-2b83-42e1-b2e5-e19de12d5dbd,OPP20,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,54.32,0.2081,0.9615384615384616,0.9615384615384616,0.6627906976744186,0.3023255813953488,0.0,0.038461538461538464,0.933552446273657
S420,43d706de-c068-458d-a698-2268a14d5e89,OPP20,mistral,safety_focused_structured,safety_focused,structured,OPP-115,48.68,0.1941,1.0,1.0,0.6744186046511628,0.2558139534883721,0.0,0.0,0.8229462534189225
S180,d14d0bad-aabb-4e7e-9cbc-8032783f47af,OPP21,gpt,basic_direct,basic,direct,OPP-115,23.93,0.1539,1.0,1.0,0.8666666666666667,0.1333333333333333,0.0,0.0,0.8408989277150896
S161,80693c60-f744-4989-b117-2df59828170c,OPP21,gpt,basic_role_guided,basic,role_guided,OPP-115,25.76,0.13,1.0,1.0,0.7888888888888889,0.2,0.0,0.0,0.8532591911498457
S145,59113934-758f-4b39-b654-1d986fe359b7,OPP21,gpt,basic_structured,basic,structured,OPP-115,22.48,0.1462,0.972972972972973,0.972972972972973,0.8555555555555555,0.1333333333333333,0.0,0.02702702702702703,0.8593722604013778
S360,99cba608-09c2-4e3a-b71e-561c9c72e24f,OPP21,gpt,safety_focused_direct,safety_focused,direct,OPP-115,18.69,0.2355,1.0,1.0,0.9888888888888888,0.0,0.0,0.0,0.8820828366279602
S183,9889979c-c0f6-4dec-a20b-66fb82e2d8df,OPP21,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,19.96,0.2323,1.0,1.0,0.9666666666666668,0.0222222222222222,0.0,0.0,0.8428426863780866
S419,a93bbaef-d40e-4740-94fb-e12a89efbf3f,OPP21,gpt,safety_focused_structured,safety_focused,structured,OPP-115,18.64,0.1863,0.9736842105263158,0.9736842105263158,0.8777777777777778,0.1111111111111111,0.0,0.02631578947368421,0.8834526829029384
S170,fb4387af-ab57-44be-887a-2e8a3987035f,OPP21,llama,basic_direct,basic,direct,OPP-115,20.57,0.0559,0.75,0.875,0.3,0.6222222222222222,0.25,0.0,0.8801634246483445
S224,d7b2a585-ef6e-4b7c-b978-2697c09f9827,OPP21,llama,basic_role_guided,basic,role_guided,OPP-115,18.2,0.0514,0.9090909090909091,0.9545454545454546,0.2666666666666666,0.7111111111111111,0.09090909090909091,0.0,0.9676044095646251
S343,1f6c1dd8-c964-4673-9f75-95c65d03fa6e,OPP21,llama,basic_structured,basic,structured,OPP-115,27.3,0.0535,1.0,1.0,0.4,0.5777777777777777,0.0,0.0,0.8915776454589583
S102,6e903331-40da-4c68-baa6-1d4efce756b4,OPP21,llama,safety_focused_direct,safety_focused,direct,OPP-115,19.37,0.0597,1.0,1.0,0.4,0.5555555555555556,0.0,0.0,0.9756244172652563
S311,aa473da9-ebf9-43e7-9f01-ad2547ccb729,OPP21,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,18.57,0.0786,1.0,1.0,0.4444444444444444,0.5333333333333333,0.0,0.0,0.9527276158332825
S357,f447f60d-0ead-4e83-8e95-6543a0f00ccc,OPP21,llama,safety_focused_structured,safety_focused,structured,OPP-115,28.28,0.0648,1.0,1.0,0.3333333333333333,0.6444444444444445,0.0,0.0,0.8974718729463907
S113,96488b4c-fa33-45bf-8775-3975eeb40e71,OPP21,mistral,basic_direct,basic,direct,OPP-115,42.85,0.0699,0.95,0.975,0.4888888888888889,0.4444444444444444,0.05,0.0,0.9575105041265488
S001,51fc35ff-0111-45f5-8ebc-be54143e80e6,OPP21,mistral,basic_role_guided,basic,role_guided,OPP-115,45.25,0.0494,1.0,1.0,0.3555555555555555,0.6444444444444445,0.0,0.0,0.9010832483569781
S287,baaf4d02-6e5c-4eb2-b3e6-213a198548fc,OPP21,mistral,basic_structured,basic,structured,OPP-115,43.1,0.067,0.9411764705882353,0.9705882352941176,0.5,0.4444444444444444,0.058823529411764705,0.0,0.9385323629659765
S407,2d1da04a-9ada-4687-bce9-572cce22e755,OPP21,mistral,safety_focused_direct,safety_focused,direct,OPP-115,44.43,0.0903,1.0,1.0,0.5555555555555556,0.4,0.0,0.0,0.9493491450945536
S319,664cb6d7-5696-485b-9c85-2bdd9b7900f8,OPP21,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,47.41,0.1164,0.9655172413793104,0.9827586206896551,0.6888888888888889,0.3111111111111111,0.034482758620689655,0.0,0.9016923395724132
S159,05162ee6-4d60-47f8-871b-8fadeda79a92,OPP21,mistral,safety_focused_structured,safety_focused,structured,OPP-115,45.41,0.0834,0.9565217391304348,0.9565217391304348,0.6444444444444445,0.3555555555555555,0.0,0.043478260869565216,0.9249495734339175
S178,28f97ca7-1d35-4dbd-809f-c70b9beeea10,OPP22,gpt,basic_direct,basic,direct,OPP-115,36.11,0.3102,0.9259259259259259,0.9629629629629629,0.8888888888888888,0.1111111111111111,0.07407407407407407,0.0,0.7030412594753283
S297,7d052835-1511-49f6-a9ae-b1c3a857612f,OPP22,gpt,basic_role_guided,basic,role_guided,OPP-115,34.57,0.2934,0.96,0.98,0.8333333333333334,0.1388888888888889,0.04,0.0,0.7754870425164699
S457,cd0e76f2-18ee-46a9-8e47-b000267e2a4b,OPP22,gpt,basic_structured,basic,structured,OPP-115,38.53,0.3328,0.9259259259259259,0.9629629629629629,0.9583333333333334,0.0277777777777777,0.07407407407407407,0.0,0.709360669263535
S107,74321f67-e0bb-4304-9bc6-147c3524086a,OPP22,gpt,safety_focused_direct,safety_focused,direct,OPP-115,22.69,0.4769,1.0,1.0,0.9583333333333334,0.0,0.0,0.0,0.8093638910966761
S038,e0473dce-033e-48c1-974b-62e33369f866,OPP22,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,35.61,0.4826,1.0,1.0,1.0,0.0,0.0,0.0,0.9008843469887208
S427,d322a9ed-cedd-41d2-b064-0f3388ac06cc,OPP22,gpt,safety_focused_structured,safety_focused,structured,OPP-115,28.34,0.4583,1.0,1.0,0.9722222222222222,0.0,0.0,0.0,0.735598082521132
S074,f2b5685b-28e3-453d-bb20-019e310c8440,OPP22,llama,basic_direct,basic,direct,OPP-115,49.45,0.1979,0.9285714285714286,0.9642857142857143,0.5277777777777778,0.4444444444444444,0.07142857142857142,0.0,0.8408682106861046
S118,a596e6a2-aafa-4164-b609-3a90b2a176e2,OPP22,llama,basic_role_guided,basic,role_guided,OPP-115,47.54,0.1794,1.0,1.0,0.5,0.4166666666666667,0.0,0.0,0.6287899315357208
S433,8644d5d4-8068-4f57-8cae-62831795856b,OPP22,llama,basic_structured,basic,structured,OPP-115,49.94,0.1898,1.0,1.0,0.4166666666666667,0.4722222222222222,0.0,0.0,0.8095017545498334
S342,b5de3dca-69a5-45f3-a609-cb1eb204cef4,OPP22,llama,safety_focused_direct,safety_focused,direct,OPP-115,23.81,0.1991,1.0,1.0,0.5555555555555556,0.3888888888888889,0.0,0.0,0.733945777783027
S012,779c83c3-1263-43a3-9751-3fa5a15a38b4,OPP22,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,36.72,0.2309,1.0,1.0,0.5972222222222222,0.25,0.0,0.0,0.8872643341620763
S384,1ac0d747-d809-40b1-a30c-bb8c6948ba1a,OPP22,llama,safety_focused_structured,safety_focused,structured,OPP-115,18.24,0.1852,1.0,1.0,0.5277777777777778,0.4722222222222222,0.0,0.0,0.7932725480447212
S434,f085107e-2630-47ec-82c6-b424ee6f6725,OPP22,mistral,basic_direct,basic,direct,OPP-115,42.64,0.1991,1.0,1.0,0.6666666666666666,0.2777777777777778,0.0,0.0,0.8964931815862656
S249,8e14d3aa-3156-4cc9-84ad-8da07104fd46,OPP22,mistral,basic_role_guided,basic,role_guided,OPP-115,56.34,0.2008,1.0,1.0,0.4444444444444444,0.4166666666666667,0.0,0.0,0.8769930773414671
S308,528c1f63-6335-463e-b56c-563dfa0e000e,OPP22,mistral,basic_structured,basic,structured,OPP-115,51.56,0.235,1.0,1.0,0.7222222222222222,0.25,0.0,0.0,0.8391120011607806
S152,8bcce7a4-bf49-4cef-a31e-49ad43f6460c,OPP22,mistral,safety_focused_direct,safety_focused,direct,OPP-115,45.94,0.2998,0.9583333333333334,0.9791666666666666,0.7638888888888888,0.2222222222222222,0.041666666666666664,0.0,0.8752770327652494
S076,e4def527-7fff-432c-9e27-32a59a9ead25,OPP22,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,47.87,0.3617,0.9642857142857143,0.9821428571428571,0.9027777777777778,0.0833333333333333,0.03571428571428571,0.0,0.862262077363474
S456,929e6b4f-bc41-4d2e-9e63-7a67e5f4b3ca,OPP22,mistral,safety_focused_structured,safety_focused,structured,OPP-115,51.3,0.2541,1.0,1.0,0.7083333333333334,0.1944444444444444,0.0,0.0,0.9207079921449933
S485,ae85a2a2-0596-4706-b64f-0191d4c3f766,OPP23,gpt,basic_direct,basic,direct,OPP-115,24.29,0.2391,1.0,1.0,0.8333333333333334,0.1166666666666666,0.0,0.0,0.5706451313259701
S446,2e76c3c0-eaf1-4d17-97d4-0f05a51f714a,OPP23,gpt,basic_role_guided,basic,role_guided,OPP-115,30.66,0.2198,1.0,1.0,0.8333333333333334,0.15,0.0,0.0,0.6386160250339243
S303,3d0ebd85-aa0e-498b-8d9c-40e5b8896b42,OPP23,gpt,basic_structured,basic,structured,OPP-115,28.3,0.2365,1.0,1.0,0.8333333333333334,0.1,0.0,0.0,0.6822704667491573
S116,46c745e3-5e8f-4c76-acd2-33660ca14511,OPP23,gpt,safety_focused_direct,safety_focused,direct,OPP-115,27.21,0.4098,1.0,1.0,1.0,0.0,0.0,0.0,0.6978173573869605
S379,82de0b86-7621-465c-bdad-8a2ac6b585fa,OPP23,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,28.32,0.4042,1.0,1.0,0.9833333333333332,0.0166666666666666,0.0,0.0,0.6857850458472967
S223,87689ef4-3d8d-4415-beff-b71d1596c28f,OPP23,gpt,safety_focused_structured,safety_focused,structured,OPP-115,30.92,0.3593,1.0,1.0,0.9416666666666668,0.05,0.0,0.0,0.6017499550794944
S437,c9b5e32e-2f24-490d-8fb4-f8245afaf993,OPP23,llama,basic_direct,basic,direct,OPP-115,43.97,0.1014,1.0,1.0,0.3666666666666666,0.5666666666666667,0.0,0.0,0.7077224989506331
S039,e1995057-ea56-4f4f-adbb-205b9c9bea69,OPP23,llama,basic_role_guided,basic,role_guided,OPP-115,38.2,0.1437,1.0,1.0,0.4166666666666667,0.5166666666666667,0.0,0.0,0.7006130452666964
S086,9d1ee72a-0346-47fb-898d-6755fdd0b4cb,OPP23,llama,basic_structured,basic,structured,OPP-115,39.48,0.1437,1.0,1.0,0.3666666666666666,0.5,0.0,0.0,0.7930337218567729
S250,2c1d49a0-1c19-46e8-94d2-73f89bb8f306,OPP23,llama,safety_focused_direct,safety_focused,direct,OPP-115,31.94,0.1617,1.0,1.0,0.5083333333333333,0.4166666666666667,0.0,0.0,0.7274366175899138
S413,6c2742a9-f0c8-4a32-8b55-a735c9177774,OPP23,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,34.02,0.1741,1.0,1.0,0.475,0.4,0.0,0.0,0.7854902639108545
S252,8337f2c4-57a9-4b89-8c50-eb8f24b5a6e8,OPP23,llama,safety_focused_structured,safety_focused,structured,OPP-115,33.76,0.1578,1.0,1.0,0.475,0.45,0.0,0.0,0.7438982310039657
S352,54b4fb42-268e-41ee-8845-33bcb2781983,OPP23,mistral,basic_direct,basic,direct,OPP-115,37.74,0.1638,0.9411764705882353,0.9705882352941176,0.5166666666666667,0.3833333333333333,0.058823529411764705,0.0,0.6963760361951941
S105,9e8c9719-b393-4e6e-af92-6779372dfddc,OPP23,mistral,basic_role_guided,basic,role_guided,OPP-115,50.21,0.1553,0.95,0.975,0.525,0.4,0.05,0.0,0.7340250253677368
S165,1c78a76f-e088-43c6-ae82-621c1e5e218e,OPP23,mistral,basic_structured,basic,structured,OPP-115,50.57,0.1728,0.9523809523809523,0.9523809523809523,0.6416666666666667,0.2833333333333333,0.0,0.047619047619047616,0.737358211938824
S126,271fda00-deb8-4061-ae7d-1d2e783df68f,OPP23,mistral,safety_focused_direct,safety_focused,direct,OPP-115,42.13,0.2139,0.9565217391304348,0.9782608695652174,0.525,0.3,0.043478260869565216,0.0,0.7214429245694823
S088,148c48fc-de23-4d66-960f-50076c9f5b5a,OPP23,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,43.43,0.1929,0.9090909090909091,0.9545454545454546,0.6833333333333333,0.25,0.09090909090909091,0.0,0.6427476685494184
S451,a86e51ce-14e4-46fe-bd92-00ac1672899c,OPP23,mistral,safety_focused_structured,safety_focused,structured,OPP-115,44.25,0.1882,0.9545454545454546,0.9772727272727273,0.5416666666666666,0.3333333333333333,0.045454545454545456,0.0,0.6709067547185854
S212,f0022daa-2601-4a75-9231-6bd6ea296be6,OPP24,gpt,basic_direct,basic,direct,OPP-115,30.03,0.1945,1.0,1.0,0.9305555555555556,0.0555555555555555,0.0,0.0,0.7709588250466461
S060,ee7a879a-8bdf-4034-9808-6f0ba765767e,OPP24,gpt,basic_role_guided,basic,role_guided,OPP-115,37.41,0.2039,1.0,1.0,0.9305555555555556,0.0555555555555555,0.0,0.0,0.8600771687924862
S226,78060fa3-ea98-4ff2-9124-6e9b7f8f8deb,OPP24,gpt,basic_structured,basic,structured,OPP-115,33.35,0.2238,1.0,1.0,0.9722222222222222,0.0,0.0,0.0,0.7962207653456264
S033,dd09d206-8bf7-4841-859d-5f4bcc4690c4,OPP24,gpt,safety_focused_direct,safety_focused,direct,OPP-115,29.03,0.3341,1.0,1.0,0.9583333333333334,0.0277777777777777,0.0,0.0,0.857177640197844
S137,f468e4f1-58bb-41dc-a31b-5c81ba64641e,OPP24,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,32.9,0.4302,1.0,1.0,1.0,0.0,0.0,0.0,0.9071693432934839
S200,b2b7316e-aa12-4cf0-bfa3-707349743d21,OPP24,gpt,safety_focused_structured,safety_focused,structured,OPP-115,34.15,0.3681,1.0,1.0,1.0,0.0,0.0,0.0,0.8724424787709173
S090,43c5627c-4078-44f6-b288-f32f442e771c,OPP24,llama,basic_direct,basic,direct,OPP-115,33.1,0.1185,1.0,1.0,0.4583333333333333,0.3888888888888889,0.0,0.0,0.8666043558291027
S106,8381d113-6c13-4ba9-9a24-8847afa615ba,OPP24,llama,basic_role_guided,basic,role_guided,OPP-115,30.4,0.109,0.9090909090909091,0.9090909090909091,0.3472222222222222,0.5555555555555556,0.0,0.09090909090909091,0.697868064045906
S206,2c5b2714-7aeb-4246-bd1b-032f54d27b7a,OPP24,llama,basic_structured,basic,structured,OPP-115,40.13,0.1235,1.0,1.0,0.5416666666666666,0.4166666666666667,0.0,0.0,0.8331263407188303
S399,54159b72-4b5f-477c-9639-4d6dd29078f0,OPP24,llama,safety_focused_direct,safety_focused,direct,OPP-115,27.94,0.1144,1.0,1.0,0.5555555555555556,0.3611111111111111,0.0,0.0,0.9090596242592885
S046,7fe58a85-f9f8-45ad-bf4e-b28cea8019e3,OPP24,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,30.96,0.1194,1.0,1.0,0.6111111111111112,0.3333333333333333,0.0,0.0,0.898683365720969
S002,7c3ab6ea-8d2d-4dab-a2ba-e0b107967ca9,OPP24,llama,safety_focused_structured,safety_focused,structured,OPP-115,41.6,0.1144,1.0,1.0,0.6111111111111112,0.3611111111111111,0.0,0.0,0.7328962422907352
S421,a1a43d51-0fc8-49af-b4a9-4268e6cac0ce,OPP24,mistral,basic_direct,basic,direct,OPP-115,46.95,0.2187,0.96875,0.96875,0.9166666666666666,0.0555555555555555,0.0,0.03125,0.8457147972658277
S344,88e8c5b7-a2d0-42f8-a195-0fadc05ff3e3,OPP24,mistral,basic_role_guided,basic,role_guided,OPP-115,54.11,0.1818,1.0,1.0,0.7638888888888888,0.2222222222222222,0.0,0.0,0.8642994561897857
S056,bad0c12d-1c09-458c-b7e5-f7ad8d6394b4,OPP24,mistral,basic_structured,basic,structured,OPP-115,46.95,0.1402,1.0,1.0,0.7777777777777778,0.1666666666666666,0.0,0.0,0.7517653463239019
S404,744f5ba9-fc07-4b2e-abf4-9487c58cb6e3,OPP24,mistral,safety_focused_direct,safety_focused,direct,OPP-115,51.53,0.2096,0.96875,0.96875,0.7916666666666666,0.1944444444444444,0.0,0.03125,0.8508822101866826
S199,8f7a8762-5f49-48b9-9119-21a9da6ecace,OPP24,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,44.6,0.1623,1.0,1.0,0.7916666666666666,0.1944444444444444,0.0,0.0,0.830797373627623
S218,c8519496-3be8-4361-a5af-808ada247ab7,OPP24,mistral,safety_focused_structured,safety_focused,structured,OPP-115,49.4,0.1551,1.0,1.0,0.8194444444444444,0.1666666666666666,0.0,0.0,0.8228552595752737
S431,df52d94a-cc0c-4ab9-b798-cb191513dda2,OPP25,gpt,basic_direct,basic,direct,OPP-115,43.93,0.3578,0.95,0.975,0.9615384615384616,0.0,0.05,0.0,0.8594310365617275
S317,7dddc965-b65b-4a8e-bc99-885a4bc78bab,OPP25,gpt,basic_role_guided,basic,role_guided,OPP-115,49.83,0.3995,0.9565217391304348,0.9782608695652174,0.9423076923076924,0.0,0.043478260869565216,0.0,0.9375117783961089
S246,c5ae5a78-303a-4d56-8127-f72a5fccec32,OPP25,gpt,basic_structured,basic,structured,OPP-115,52.87,0.4067,0.9565217391304348,0.9782608695652174,1.0,0.0,0.043478260869565216,0.0,0.8587956182334734
S027,cfa6a0d1-7bf6-499b-a7b5-8165a708e8b6,OPP25,gpt,safety_focused_direct,safety_focused,direct,OPP-115,49.94,0.5543,1.0,1.0,1.0,0.0,0.0,0.0,0.9499865977033493
S146,9547f91e-4037-4c96-9d76-aa4be7c2b4ae,OPP25,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,52.4,0.5779,1.0,1.0,1.0,0.0,0.0,0.0,0.9638611481470221
S278,7f483948-b1ef-4cf5-8b1b-d238fa307d6f,OPP25,gpt,safety_focused_structured,safety_focused,structured,OPP-115,51.19,0.5399,0.967741935483871,0.9838709677419355,1.0,0.0,0.03225806451612903,0.0,0.9749368486865875
S280,10472b3f-da78-4e96-b20d-30517c2182ce,OPP25,llama,basic_direct,basic,direct,OPP-115,41.43,0.2437,1.0,1.0,0.4423076923076923,0.4615384615384615,0.0,0.0,0.963614209131761
S441,1528000c-4f33-464d-b366-83ce1029f4a9,OPP25,llama,basic_role_guided,basic,role_guided,OPP-115,44.84,0.2609,1.0,1.0,0.5,0.3846153846153846,0.0,0.0,0.8713995489207181
S111,ff25936b-5db0-49e1-9049-9274ed5ab082,OPP25,llama,basic_structured,basic,structured,OPP-115,40.01,0.2545,1.0,1.0,0.6153846153846154,0.3461538461538461,0.0,0.0,0.9739113341678273
S301,e0eed9cf-4364-4d7d-b498-0911810310f1,OPP25,llama,safety_focused_direct,safety_focused,direct,OPP-115,42.02,0.2817,1.0,1.0,0.5769230769230769,0.2307692307692307,0.0,0.0,0.9192825832537243
S460,23c27fd0-665a-4673-bab2-ae7f8085956b,OPP25,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,47.67,0.3605,1.0,1.0,0.8076923076923077,0.1153846153846153,0.0,0.0,0.9624616047915291
S220,5d27bd09-d0e2-4c62-ae3a-afbe335813e9,OPP25,llama,safety_focused_structured,safety_focused,structured,OPP-115,53.1,0.3134,1.0,1.0,0.7115384615384616,0.2307692307692307,0.0,0.0,0.9377782139927149
S092,58713da3-7d40-4bcd-93a6-0a92a13f3d27,OPP25,mistral,basic_direct,basic,direct,OPP-115,45.3,0.4067,1.0,1.0,0.8076923076923077,0.0769230769230769,0.0,0.0,0.9563116933170118
S036,9d49416d-f884-4907-a06b-1a99ca19aa70,OPP25,mistral,basic_role_guided,basic,role_guided,OPP-115,58.16,0.3904,1.0,1.0,1.0,0.0,0.0,0.0,0.789954774826765
S022,25a87155-437c-4c49-9103-0f2aca5bcec6,OPP25,mistral,basic_structured,basic,structured,OPP-115,56.32,0.2944,1.0,1.0,0.8461538461538461,0.1538461538461538,0.0,0.0,0.8743372745811939
S103,8af045c5-89b9-41b2-b961-344621025b7f,OPP25,mistral,safety_focused_direct,safety_focused,direct,OPP-115,53.29,0.4982,0.8333333333333334,0.9166666666666666,1.0,0.0,0.16666666666666666,0.0,0.8557768591369191
S369,18df74a1-9a0a-4d5f-aad0-9a0aebb757eb,OPP25,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,49.42,0.4221,0.8571428571428571,0.9047619047619048,1.0,0.0,0.09523809523809523,0.047619047619047616,0.8828552248222488
S326,3e48a0a5-3c9b-4d79-9084-d49dfb6cf10a,OPP25,mistral,safety_focused_structured,safety_focused,structured,OPP-115,51.64,0.3496,0.8947368421052632,0.9473684210526315,0.9807692307692308,0.0,0.10526315789473684,0.0,0.8254315962916926
S261,6f9f88da-57cc-4ba6-bfef-78d2c108b96a,OPP26,gpt,basic_direct,basic,direct,OPP-115,13.98,0.1559,1.0,1.0,0.8947368421052632,0.1052631578947368,0.0,0.0,0.7535766076458537
S066,2a89b215-0597-4186-b992-27ffc80eed8d,OPP26,gpt,basic_role_guided,basic,role_guided,OPP-115,16.13,0.1579,1.0,1.0,0.8947368421052632,0.0526315789473684,0.0,0.0,0.8307486776676443
S075,b4c47c5e-1713-4d45-835d-c0d149b49a2a,OPP26,gpt,basic_structured,basic,structured,OPP-115,16.34,0.1742,1.0,1.0,0.8947368421052632,0.0526315789473684,0.0,0.0,0.7875800054254276
S154,5ea8415d-4239-4d0c-a04a-36e592f97697,OPP26,gpt,safety_focused_direct,safety_focused,direct,OPP-115,13.14,0.244,0.96875,0.96875,0.868421052631579,0.1052631578947368,0.0,0.03125,0.7696684113470837
S179,e1e16f91-a3ce-455b-9ca2-8f78f7a51f6f,OPP26,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,18.25,0.2696,0.9743589743589743,0.9743589743589743,0.9605263157894736,0.0263157894736842,0.0,0.02564102564102564,0.9091525773207346
S244,d6cd2f02-7346-483b-84b2-4ff67e4efa27,OPP26,gpt,safety_focused_structured,safety_focused,structured,OPP-115,18.47,0.2167,0.967741935483871,0.967741935483871,0.9078947368421052,0.0263157894736842,0.0,0.03225806451612903,0.8657648099526283
S429,323b9e9b-834d-439e-877c-54355f581ee5,OPP26,llama,basic_direct,basic,direct,OPP-115,13.49,0.1021,0.8333333333333334,0.9166666666666666,0.4342105263157895,0.4736842105263157,0.16666666666666666,0.0,0.9486993650595347
S286,78c84653-e19f-44c9-909d-b22c8066a765,OPP26,llama,basic_role_guided,basic,role_guided,OPP-115,19.48,0.1265,0.8666666666666667,0.9333333333333333,0.3684210526315789,0.4736842105263157,0.13333333333333333,0.0,0.9305931011835734
S307,2f6b222f-acaa-44db-bceb-5067f37fd212,OPP26,llama,basic_structured,basic,structured,OPP-115,14.98,0.0896,0.9090909090909091,0.9545454545454546,0.3289473684210526,0.5263157894736842,0.09090909090909091,0.0,0.8149999102408235
S174,c2b7aceb-9a8e-4127-b566-e9cb29f97dab,OPP26,llama,safety_focused_direct,safety_focused,direct,OPP-115,24.92,0.1332,1.0,1.0,0.4078947368421052,0.4473684210526316,0.0,0.0,0.9217920725544294
S424,7d10e4ac-c47c-4f06-8fe0-d5610cd5d267,OPP26,llama,safety_focused_role_guided,safety_focused,role_guided,OPP-115,24.23,0.1329,1.0,1.0,0.6052631578947368,0.3157894736842105,0.0,0.0,0.9642579800942365
S306,f16fa291-da93-4f7d-8b69-78e3af43d80b,OPP26,llama,safety_focused_structured,safety_focused,structured,OPP-115,26.47,0.1332,1.0,1.0,0.3815789473684211,0.3421052631578947,0.0,0.0,0.9186446592211723
S135,2dc083f8-016e-47aa-acc9-cef349dc4614,OPP26,mistral,basic_direct,basic,direct,OPP-115,35.67,0.1527,1.0,1.0,0.6447368421052632,0.1842105263157894,0.0,0.0,0.9573791944063627
S007,6c92608b-67a5-4c0b-8aec-6eb01f84c87d,OPP26,mistral,basic_role_guided,basic,role_guided,OPP-115,46.4,0.1041,1.0,1.0,0.4868421052631579,0.3947368421052631,0.0,0.0,0.8061138754220385
S391,93c21959-689c-4b08-82b1-b94414be8f18,OPP26,mistral,basic_structured,basic,structured,OPP-115,36.4,0.1201,1.0,1.0,0.6973684210526315,0.1578947368421052,0.0,0.0,0.8130918460136111
S425,c96d9184-9903-43c3-a662-92e190332134,OPP26,mistral,safety_focused_direct,safety_focused,direct,OPP-115,41.21,0.1501,0.9545454545454546,0.9772727272727273,0.75,0.1052631578947368,0.045454545454545456,0.0,0.8930533115159381
S037,81d67111-d5e8-4908-9cba-dea758b8f1b0,OPP26,mistral,safety_focused_role_guided,safety_focused,role_guided,OPP-115,43.55,0.1632,0.967741935483871,0.9838709677419355,0.7894736842105263,0.1052631578947368,0.03225806451612903,0.0,0.9345764043110032
S073,bb838b9d-cf19-43cb-9996-284bb75f370b,OPP26,mistral,safety_focused_structured,safety_focused,structured,OPP-115,40.02,0.192,0.9393939393939394,0.9696969696969697,0.8289473684210527,0.0789473684210526,0.06060606060606061,0.0,0.8817284775502754
S064,96dc730d-5873-4c90-aeba-4fe9a3d5c3fa,OPP27,gpt,basic_direct,basic,direct,OPP-115,30.05,0.165,1.0,1.0,0.6818181818181818,0.2121212121212121,0.0,0.0,0.8562361671087834
S365,d0c23f3e-3d72-40f9-8e2a-aad72ac85e0d,OPP27,gpt,basic_role_guided,basic,role_guided,OPP-115,30.15,0.1837,0.9411764705882353,0.9705882352941176,0.7727272727272727,0.2121212121212121,0.058823529411764705,0.0,0.8920044850777177
S401,3b3862a6-48c8-4391-b376-f0e2c3dbfe77,OPP27,gpt,basic_structured,basic,structured,OPP-115,29.71,0.2117,0.972972972972973,0.972972972972973,0.7727272727272727,0.1212121212121212,0.0,0.02702702702702703,0.9296273162236085
S394,1e529236-1098-475a-b1dc-9459112a86af,OPP27,gpt,safety_focused_direct,safety_focused,direct,OPP-115,26.23,0.3353,1.0,1.0,0.8484848484848485,0.0909090909090909,0.0,0.0,0.9211240111320627
S133,94cbad73-96c8-4454-af4c-82e1e683b5cb,OPP27,gpt,safety_focused_role_guided,safety_focused,role_guided,OPP-115,25.33,0.3562,1.0,1.0,0.9090909090909092,0.0909090909090909,0.0,0.0,0.9057725928723812
S071,7e6092a2-fb83-4058-840b-c55b50d568ce,OPP27,gpt,safety_focused_structured,safety_focused,structured,OPP-115,30.08,0.2973,1.0,1.0,0.8484848484848485,0.0909090909090909,0.0,0.0,0.95177054040286
